,Engine Capacity,Cylinders,Drive Type,Fuel Tank Capacity,Fuel Economy,Fuel Type,Horsepower,Torque,Transmission,Top Speed,Seating Capacity,Acceleration,Length,Width,Height,Wheelbase,Trunk Capacity,name,price,currency,Country
4412,1.8,4,2,60.0,7.3,0,204,310.0,0,244,2,6.5,4.134,2.006,1.301,2.43,335.0,Mercedes-Benz SLK-Class 2021 SLK 300,20300.0,4,4
4413,5.7,8,1,93.0,13.8,0,360,520.0,0,215,7,7.9,5.11,1.925,1.847,3.043,487.0,Dodge Durango 2021 5.7L R/T (AWD),18500.0,4,4
4414,2.0,4,1,60.0,7.9,0,306,450.0,0,260,5,4.9,4.299,1.822,1.557,2.67,450.0,Mini Countryman 2021 John Cooper Works ALL4,23000.0,4,4
4415,2.0,4,1,60.0,7.9,0,306,450.0,0,260,5,4.9,4.299,1.822,1.557,2.67,450.0,Mini Countryman 2021 John Cooper Works ALL4,23000.0,4,4
4417,2.0,4,2,50.0,5.9,0,211,350.0,0,240,4,6.8,4.686,1.81,1.405,2.84,400.0,Mercedes-Benz C-Class Coupe 2021 C 250,20500.0,4,4
4418,3.0,6,2,65.0,10.7,0,306,375.0,0,235,4,5.8,4.635,1.8,1.415,2.73,306.0,Lexus IS C 2021 350 F-Sport,20500.0,4,4
4420,5.7,8,2,72.0,12.4,0,370,535.0,0,234,5,5.6,5.044,1.905,1.483,3.053,462.0,Chrysler 300C 2021 5.7L Alloy Edition,20500.0,4,4
4421,2.0,4,0,51.0,6.0,0,231,350.0,0,238,5,6.6,4.342,2.038,1.586,2.67,468.0,BMW 2 Series Active Tourer 2021 225i,20500.0,4,4
4422,2.0,4,1,55.0,6.4,0,230,370.0,0,250,2,5.3,4.177,1.966,1.353,2.505,305.0,Audi TT 2021 45 TFSI quattro (230 HP),20700.0,4,4
4423,2.0,4,2,60.0,6.2,0,245,370.0,0,250,2,5.8,4.133,1.81,1.301,2.43,335.0,Mercedes-Benz SLC 2021 300,20760.0,4,4
4424,2.0,4,0,50.0,6.0,0,230,370.0,0,250,2,6.2,4.177,1.966,1.355,2.505,280.0,Audi TT Roadster 2021 45 TFSI (230 HP),20800.0,4,4
4425,1.8,4,0,63.0,6.2,0,170,320.0,0,213,4,8.9,4.626,2.02,1.383,2.751,380.0,Audi A5 Cabriolet 2021 35 TFSI (170 HP),20900.0,4,4
4426,3.5,6,2,66.0,9.0,0,311,375.0,0,235,5,5.7,4.705,1.84,1.435,2.8,480.0,Lexus IS 2021 350 F-Sport Prestige,21000.0,4,4
4428,2.0,4,2,54.0,7.9,0,300,380.0,0,275,2,4.7,4.379,1.801,1.295,2.475,150.0,Porsche 718 2021 Cayman ,22400.0,4,4
4429,2.0,4,2,54.0,7.9,0,300,380.0,0,275,2,4.7,4.379,1.801,1.295,2.475,150.0,Porsche 718 2021 Cayman ,22400.0,4,4
4430,6.2,8,2,72.0,11.3,0,455,614.0,0,250,4,4.2,4.784,1.897,1.344,2.811,206.0,Chevrolet Camaro Convertible 2021 6.2L SS,23000.0,4,4
4433,2.0,4,2,60.0,5.8,0,258,400.0,0,250,5,5.8,4.709,1.827,1.442,2.851,480.0,BMW 3 Series 2021 330i,21000.0,4,4
4434,3.0,6,1,61.0,8.1,0,272,400.0,0,250,5,6.0,4.712,2.02,1.391,2.81,480.0,Audi A5 Sportback 2021 3.0L (272 HP),21000.0,4,4
4435,3.5,6,2,70.0,7.8,0,350,536.0,0,250,5,5.1,4.8,2.084,1.445,2.85,400.0,Infiniti Q50 2021 3.5L Hybrid Blue Sport,23000.0,4,4
4436,3.5,6,2,80.0,10.7,0,314,375.0,0,230,4,5.9,4.694,1.839,1.395,2.731,295.0,Lexus RC 2021 350 Platinum,21000.0,4,4
4438,2.0,4,2,50.0,6.8,0,245,350.0,0,250,4,6.1,4.432,1.984,1.413,2.69,280.0,BMW 2 Series Convertible 2021 228i,21200.0,4,4
4439,3.6,6,1,83.0,9.6,0,310,366.0,0,210,7,7.0,4.917,1.915,1.676,2.858,362.0,GMC Acadia Denali 2021 3.6L V6 (AWD),18800.0,4,4
4440,3.0,6,2,65.0,10.7,0,306,375.0,0,235,4,5.8,4.635,1.8,1.415,2.73,306.0,Lexus IS C 2021 350 Platinum,21300.0,4,4
4443,6.2,8,2,72.0,11.1,0,455,614.0,0,250,4,4.0,4.784,1.897,1.348,2.811,258.0,Chevrolet Camaro Coupe 2021 6.2L SS (A/T),21500.0,4,4
4444,2.0,4,2,60.0,6.7,0,245,350.0,0,250,4,6.1,4.638,2.017,1.389,2.81,480.0,BMW 4 Series Gran Coupe 2021 428i,21500.0,4,4
4445,2.0,4,2,60.0,6.7,0,245,350.0,0,250,4,6.1,4.638,2.017,1.389,2.81,480.0,BMW 4 Series Gran Coupe 2021 428i,21500.0,4,4
4446,5.7,8,1,93.0,13.6,0,350,520.0,0,181,5,7.5,4.821,1.943,1.73,2.916,1028.0,Jeep Grand Cherokee 2021 Summit 5.7L,24900.0,4,4
4447,2.0,4,1,55.0,6.7,0,230,370.0,0,250,2,5.6,4.177,1.966,1.355,2.505,280.0,Audi TT Roadster 2021 45 TFSI quattro (230 HP),21900.0,4,4
4448,4.0,6,1,140.0,11.8,0,275,395.0,0,200,8,11.5,5.165,1.995,1.94,3.075,550.0,Nissan Patrol 2021 4.0L XE ,19000.0,4,4
4451,2.0,4,1,58.0,6.3,0,252,370.0,0,250,4,5.8,4.673,1.846,1.371,2.764,465.0,Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP),22000.0,4,4
4452,2.0,4,1,58.0,6.3,0,252,370.0,0,250,4,5.8,4.673,1.846,1.371,2.764,465.0,Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP),22000.0,4,4
4453,5.0,8,2,60.0,12.3,0,460,569.0,0,240,4,4.7,4.783,2.08,1.382,2.72,382.0,Ford Mustang 2021 5.0L V8 Convertible GT Premium,26000.0,4,4
4454,3.7,6,1,90.0,10.8,0,329,360.0,0,230,5,6.3,4.865,1.925,1.68,2.885,702.0,Infiniti QX70 2021 3.7L Luxe Sensory ,16300.0,4,4
4457,2.0,4,1,58.0,6.3,0,252,370.0,0,250,5,5.8,4.733,1.843,1.386,2.824,480.0,Audi A5 Sportback 2021 45 TFSI Design quattro (252 HP),22000.0,4,4
4458,4.6,8,1,87.0,13.8,0,292,438.0,0,177,7,8.2,4.88,1.885,1.845,2.79,104.0,Lexus GX 2021 460 Premier ,22000.0,4,4
4459,3.5,6,2,80.0,10.7,0,314,375.0,0,230,4,5.9,4.694,1.839,1.395,2.731,295.0,Lexus RC 2021 350 F Sport Prestige,22000.0,4,4
4460,3.5,6,2,80.0,10.7,0,314,375.0,0,230,4,5.9,4.694,1.839,1.395,2.731,295.0,Lexus RC 2021 350 F Sport Prestige,22000.0,4,4
4461,2.0,4,2,52.0,6.1,0,184,270.0,0,226,4,7.7,4.432,1.984,1.413,2.69,280.0,BMW 2 Series Convertible 2021 220i,22000.0,4,4
4462,2.0,4,2,54.0,7.9,0,300,380.0,0,275,2,4.7,4.379,1.801,1.281,2.475,150.0,Porsche 718 2021 Boxster ,23800.0,4,4
4463,2.0,4,2,50.0,4.6,0,275,600.0,0,209,5,6.2,4.686,1.81,1.442,2.84,335.0,Mercedes-Benz C-Class 2021 C 350 e,22150.0,4,4
4464,2.0,4,2,60.0,6.7,0,245,350.0,0,250,4,5.9,4.638,2.017,1.377,2.81,445.0,BMW 4 Series Coupe 2021 428i,22200.0,4,4
4465,3.5,6,2,59.0,7.0,0,301,370.0,0,250,4,6.0,4.59,2.009,1.391,2.76,331.0,Mercedes-Benz C-Class Coupe 2021 C 350,22200.0,4,4
4466,2.0,4,1,73.0,7.3,0,272,370.0,0,237,5,6.3,4.753,1.893,1.659,2.808,550.0,Audi Q5 2021 45 TFSI quattro,22500.0,4,4
4468,2.5,5,1,55.0,8.1,0,367,465.0,0,250,5,4.3,4.343,1.8,1.411,2.631,340.0,Audi A3 Sportback 2021 RS3 (367 HP) quattro,22500.0,4,4
4469,2.0,4,2,66.0,6.3,0,184,300.0,0,235,4,8.2,4.703,1.786,1.398,2.76,390.0,Mercedes-Benz E-Class Cabriolet 2021 E 200,22530.0,4,4
4470,2.0,4,2,66.0,6.3,0,245,370.0,0,250,4,6.6,4.703,1.786,1.398,2.76,390.0,Mercedes-Benz E-Class Cabriolet 2021 E 300,22530.0,4,4
4471,2.0,4,1,56.0,6.9,0,381,475.0,0,250,5,4.2,4.367,1.78,1.417,2.699,341.0,Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC,22530.0,4,4
4472,3.0,6,1,66.0,7.8,0,333,480.0,0,250,5,5.2,4.686,1.81,1.442,2.84,481.0,Mercedes-Benz C-Class 2021 C 400 4MATIC,22800.0,4,4
4473,1.8,4,2,59.0,6.1,0,211,350.0,0,250,4,7.1,4.698,1.786,1.398,2.761,450.0,Mercedes-Benz E-Class Coupe 2021 E 250,22900.0,4,4
4474,1.8,4,2,59.0,6.1,0,211,350.0,0,250,4,7.1,4.698,1.786,1.398,2.761,450.0,Mercedes-Benz E-Class Coupe 2021 E 250,22900.0,4,4
4475,2.0,4,1,63.0,7.4,0,246,365.0,0,217,5,6.8,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T Pure (250 PS),19680.0,4,4
4476,2.0,4,1,63.0,7.4,0,246,365.0,0,217,5,6.8,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T Prestige (250 PS),21270.0,4,4
4477,2.0,4,1,63.0,7.4,0,246,365.0,0,217,5,6.8,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 2.0T R-Sport (250 PS),22340.0,4,4
4478,3.0,6,1,63.0,8.9,0,375,450.0,0,250,5,5.5,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 S 3.0L V6 (380 PS),31510.0,4,4
4479,5.0,8,1,63.0,11.7,0,550,680.0,0,283,5,4.3,4.746,2.07,1.693,2.874,650.0,Jaguar F-Pace 2021 5.0L V8 SVR (550 PS),39760.0,4,4
4482,2.0,4,2,52.0,5.9,0,252,350.0,0,250,4,5.6,4.432,1.984,1.418,2.69,390.0,BMW 2 Series Coupe 2021 230i,23000.0,4,4
4483,2.0,4,1,58.0,6.5,0,252,370.0,0,250,4,6.3,4.673,1.846,1.383,2.765,320.0,Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP),23000.0,4,4
4486,2.0,4,2,50.0,6.7,0,184,300.0,0,240,4,7.8,4.826,1.86,1.43,2.873,425.0,Mercedes-Benz E-Class Coupe 2021 E 200,23050.0,4,4
4487,3.5,6,2,60.0,7.1,0,306,370.0,0,250,2,5.6,4.134,2.006,1.301,2.43,335.0,Mercedes-Benz SLK-Class 2021 SLK 350,23100.0,4,4
4489,3.5,6,1,72.0,9.0,0,296,370.0,0,200,5,7.7,4.89,1.895,1.69,2.79,553.0,Lexus RX 2021 350 Prestige,23500.0,4,4
4490,3.5,6,1,72.0,9.0,0,296,370.0,0,200,5,7.7,4.89,1.895,1.69,2.79,553.0,Lexus RX 2021 350 Prestige,23500.0,4,4
4491,2.0,4,2,60.0,7.0,0,245,350.0,0,250,4,6.4,4.638,2.017,1.377,2.81,370.0,BMW 4 Series Convertible 2021 428i,23500.0,4,4
4492,3.0,6,2,52.0,8.1,0,326,450.0,0,250,4,5.0,4.432,1.984,1.418,2.69,390.0,BMW 2 Series Coupe 2021 M235i,23500.0,4,4
4493,2.0,4,2,55.0,6.1,0,258,400.0,0,250,2,5.4,4.324,1.864,1.304,2.47,310.0,BMW Z4 Roadster 2021 sDrive30i,23500.0,4,4
4494,5.6,8,1,140.0,16.7,0,400,560.0,0,200,8,7.3,5.165,1.995,1.94,3.075,668.0,Nissan Patrol 2021 5.6L LE Titanium,29800.0,4,4
4495,5.6,8,1,140.0,16.7,0,400,560.0,0,200,8,7.3,5.165,1.995,1.94,3.075,668.0,Nissan Patrol 2021 5.6L LE T2,27600.0,4,4
4496,5.6,8,1,140.0,16.7,0,400,560.0,0,200,8,7.3,5.165,1.995,1.94,3.075,668.0,Nissan Patrol 2021 5.6L LE T1,23200.0,4,4
4497,2.5,4,2,64.0,8.5,0,350,420.0,0,285,2,4.4,4.379,1.801,1.295,2.475,150.0,Porsche 718 2021 Cayman S ,26400.0,4,4
4500,3.0,4,2,50.0,8.5,0,326,450.0,0,250,4,5.2,4.432,1.984,1.413,2.69,280.0,BMW 2 Series Convertible 2021 m235i,23900.0,4,4
4504,3.0,6,2,60.0,7.9,0,306,400.0,0,250,5,5.5,4.624,2.03,1.429,2.81,368.0,BMW 3 Series 2021 335i,24400.0,4,4
4505,3.0,6,2,60.0,7.9,0,306,400.0,0,250,5,5.5,4.624,2.03,1.429,2.81,368.0,BMW 3 Series 2021 335i,24400.0,4,4
4506,6.2,8,2,72.0,14.7,0,650,881.0,0,250,4,3.5,4.784,1.897,1.34,2.811,258.0,Chevrolet Camaro Coupe 2021 6.2L ZL1,29000.0,4,4
4507,3.0,6,2,52.0,7.5,0,326,450.0,0,250,5,4.9,4.324,1.984,1.421,2.69,360.0,BMW 1 Series 2021 m135i,24500.0,4,4
4508,3.6,6,1,74.0,11.2,0,335,386.0,0,250,5,5.7,5.227,1.88,1.473,3.109,447.0,Cadillac CT6 Sedan 2021 3.6L V6 Sport,24600.0,4,4
4509,3.6,6,1,82.0,10.0,0,310,366.0,0,210,5,7.5,4.813,1.905,1.676,2.857,849.0,Cadillac XT5 2021 3.6L AWD Sport,24700.0,4,4
4511,2.5,4,2,64.0,8.5,0,350,420.0,0,285,2,4.4,4.379,1.801,1.28,2.475,150.0,Porsche 718 2021 Boxster S ,27800.0,4,4
4512,3.5,6,2,66.0,9.0,0,311,375.0,0,230,5,5.6,4.705,1.84,1.435,2.8,480.0,Lexus IS 2021 350 F-Sport Platinum,25000.0,4,4
4513,4.6,8,1,87.0,13.5,0,292,438.0,0,200,7,7.5,4.88,1.885,1.845,2.79,1833.0,Lexus GX 2021 460 Prestige,25000.0,4,4
4514,3.5,6,2,66.0,10.7,0,314,377.0,0,230,4,6.1,4.695,1.84,1.395,2.73,295.0,Lexus RC 2021 350 F Sport ,25000.0,4,4
4515,2.0,4,2,66.0,6.4,0,211,350.0,0,245,4,7.5,4.703,1.786,1.398,2.76,390.0,Mercedes-Benz E-Class Cabriolet 2021 E 250,25070.0,4,4
4517,2.0,4,1,71.0,7.7,0,254,350.0,0,240,5,7.3,4.95,2.14,1.775,2.985,1868.0,Volvo XC90 2021 2.0T T5 AWD Momentum,23500.0,4,4
4518,3.0,6,2,55.0,9.1,0,306,400.0,0,250,2,5.1,4.244,1.951,1.284,2.496,310.0,BMW Z4 Roadster 2021 sDrive35i,25500.0,4,4
4519,2.0,4,1,56.0,7.3,0,421,500.0,0,250,5,4.0,4.64,1.777,1.432,2.699,470.0,Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+,25600.0,4,4
4520,2.0,4,2,68.0,5.9,0,252,350.0,0,250,5,6.2,4.936,1.868,1.466,2.975,530.0,BMW 5 Series 2021 530i,25700.0,4,4
4521,2.0,4,2,68.0,5.9,0,252,350.0,0,250,5,6.2,4.936,1.868,1.466,2.975,530.0,BMW 5 Series 2021 530i,25700.0,4,4
4522,2.8,6,1,65.0,8.0,0,220,280.0,0,235,5,8.1,4.969,1.911,1.42,2.914,535.0,Audi A7 2021 35 FSI quattro (220 HP),25700.0,4,4
4525,3.0,6,2,70.0,7.8,0,367,520.0,0,250,2,4.7,4.133,1.81,1.301,2.43,335.0,Mercedes-Benz SLC 2021 43 AMG,25800.0,4,4
4526,3.0,6,2,60.0,8.3,0,306,400.0,0,250,4,5.5,4.638,2.017,1.389,2.81,480.0,BMW 4 Series Gran Coupe 2021 435i,25900.0,4,4
4527,6.4,8,2,72.0,12.7,0,470,637.0,0,281,5,5.0,5.088,1.885,1.48,3.052,461.0,Dodge Charger 2021 SRT8,26000.0,4,4
4528,3.0,6,2,60.0,6.8,0,326,450.0,0,250,5,5.2,4.633,1.811,1.429,2.81,480.0,BMW 3 Series 2021 340i,26000.0,4,4
4529,3.0,6,1,61.0,7.9,0,354,500.0,0,250,4,4.9,4.626,1.854,1.383,2.751,320.0,Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP),26000.0,4,4
4530,2.0,4,2,52.0,6.2,0,252,350.0,0,250,4,5.9,4.432,1.984,1.413,2.69,280.0,BMW 2 Series Convertible 2021 230i,26000.0,4,4
4531,2.0,4,1,85.0,8.0,0,252,370.0,0,210,5,7.1,5.052,2.212,1.741,2.994,890.0,Audi Q7 2021 40 TFSI CS quattro (252 HP),26200.0,4,4
4532,4.0,6,1,140.0,11.8,0,275,395.0,0,200,8,11.5,5.165,1.995,1.94,3.075,550.0,Nissan Patrol 2021 4.0L SE T2,22200.0,4,4
4534,3.0,6,1,89.0,10.9,0,340,450.0,0,215,7,7.1,4.97,2.073,1.846,2.923,258.0,Land Rover Discovery 2021 3.0L V6 SE (340 HP),27840.0,4,4
4535,2.0,4,1,89.0,9.0,0,300,400.0,0,201,7,7.9,4.97,2.073,1.846,2.923,258.0,Land Rover Discovery 2021 2.0T SE (300 HP),25330.0,4,4
4536,2.0,4,1,89.0,9.0,0,300,400.0,0,201,7,7.9,4.97,2.073,1.846,2.923,258.0,Land Rover Discovery 2021 2.0T SE (300 HP),25330.0,4,4
4538,2.0,4,0,65.0,5.9,0,252,370.0,0,250,5,6.9,4.974,1.911,1.42,2.914,535.0,Audi A7 2021 40 TFSI (252 HP),26500.0,4,4
4540,2.0,4,1,65.0,7.1,0,252,370.0,0,250,5,6.7,4.974,1.911,1.42,2.914,535.0,Audi A7 2021 40 TFSI quattro (252 HP),26600.0,4,4
4541,3.0,6,2,60.0,8.1,0,306,400.0,0,250,4,5.4,4.638,2.017,1.377,2.81,445.0,BMW 4 Series Coupe 2021 435i,26700.0,4,4
4542,3.0,6,1,85.0,7.0,0,367,500.0,0,250,5,5.8,4.924,1.947,1.797,2.995,690.0,Mercedes-Benz GLE-Class 2021 450 4MATIC,26915.0,4,4
4544,3.0,6,1,55.0,7.4,0,340,500.0,0,250,2,4.5,4.324,1.864,1.304,2.47,310.0,BMW Z4 Roadster 2021 M40i,27000.0,4,4
4545,2.0,4,2,66.0,7.0,0,245,370.0,0,250,4,6.4,4.826,1.86,1.43,2.873,425.0,Mercedes-Benz E-Class Coupe 2021 E 300,27165.0,4,4
4546,3.0,6,1,52.0,8.0,0,326,450.0,0,250,5,4.7,4.329,1.984,1.44,2.69,360.0,BMW 1 Series 2021 m135i xDrive,27500.0,4,4
4547,3.0,6,1,66.0,8.7,0,367,520.0,0,250,5,4.9,4.656,1.89,1.639,2.873,550.0,Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC,27685.0,4,4
4548,2.0,4,1,67.0,7.3,0,184,290.0,0,215,5,8.1,4.752,1.918,1.621,2.864,525.0,BMW X4 2021 xDrive 20i,28000.0,4,4
4549,3.0,6,2,70.0,8.5,0,306,400.0,0,250,5,6.1,4.998,2.047,1.559,3.065,500.0,BMW 5 Series Gran Turismo 2021 535i,28000.0,4,4
4550,3.0,6,2,70.0,8.5,0,306,400.0,0,250,5,6.1,4.998,2.047,1.559,3.065,500.0,BMW 5 Series Gran Turismo 2021 535i,28000.0,4,4
4551,4.6,8,1,87.0,13.8,0,292,438.0,0,177,7,8.2,4.88,1.885,1.845,2.79,104.0,Lexus GX 2021 460 Platinum,28000.0,4,4
4552,3.0,6,1,89.0,10.9,0,340,450.0,0,215,7,7.1,4.97,2.073,1.846,2.923,258.0,Land Rover Discovery 2021 3.0L V6 HSE (340 HP),29790.0,4,4
4553,3.0,6,2,66.0,7.2,0,272,400.0,0,250,4,6.9,4.703,1.786,1.398,2.76,390.0,Mercedes-Benz E-Class Cabriolet 2021 E 320,28415.0,4,4
4554,3.0,6,2,60.0,8.4,0,306,400.0,0,250,4,5.6,4.638,2.017,1.377,2.81,370.0,BMW 4 Series Convertible 2021 435i,28500.0,4,4
4556,5.6,8,1,140.0,14.5,0,400,560.0,0,200,8,6.6,5.165,1.995,1.94,3.075,550.0,Nissan Patrol 2021 5.6L LE Platinum City,33000.0,4,4
4557,5.6,8,1,140.0,14.5,0,400,560.0,0,200,8,6.6,5.165,1.995,1.94,3.075,550.0,Nissan Patrol 2021 5.6L LE Platinum City Reserve ,34000.0,4,4
4558,2.0,4,1,85.0,8.0,0,252,370.0,0,210,5,7.1,5.052,2.212,1.741,2.994,890.0,Audi Q7 2021 40 TFSI Sport quattro (252 HP),28800.0,4,4
4560,4.6,8,1,138.0,14.5,0,304,439.0,0,200,8,9.0,5.17,1.98,1.93,2.85,456.0,Toyota Land Cruiser 2021 4.6L GXR Premium GT ,24300.0,4,4
4561,4.6,8,1,138.0,14.5,0,304,439.0,0,200,8,9.0,5.17,1.98,1.93,2.85,456.0,Toyota Land Cruiser 2021 4.6L GXR Exclusive GT  ,27200.0,4,4
4562,4.2,8,1,61.0,10.7,0,450,430.0,0,250,5,4.7,4.719,2.04,1.416,2.813,490.0,Audi RS4 Avant 2021 4.2 (450 BHP),29000.0,4,4
4563,3.0,6,1,58.0,7.5,0,354,500.0,0,250,5,4.7,4.752,1.843,1.384,2.825,480.0,Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),29000.0,4,4
4564,3.0,6,1,58.0,7.5,0,354,500.0,0,250,5,4.7,4.752,1.843,1.384,2.825,480.0,Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),29000.0,4,4
4565,3.0,6,1,58.0,7.4,0,354,500.0,0,250,4,4.7,4.692,1.846,1.368,2.765,465.0,Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP),29200.0,4,4
4566,3.0,6,1,75.0,8.2,0,333,440.0,0,250,5,5.3,4.974,1.911,1.42,2.914,535.0,Audi A7 2021 50 TFSI quattro (333 HP),29600.0,4,4
4568,5.0,8,2,83.0,12.1,0,407,520.0,0,240,5,5.7,5.205,1.915,1.495,3.16,510.0,Genesis G90 2021 5.0L V8 Royal,29900.0,4,4
4569,3.0,6,2,82.0,9.6,0,335,450.0,0,250,5,5.9,5.127,2.105,1.456,3.032,520.0,Jaguar XJ 2021 3.0 V6 SC Diamond Edition,29900.0,4,4
4570,4.0,6,1,140.0,11.8,0,275,395.0,0,200,8,11.5,5.165,1.995,1.94,3.075,550.0,Nissan Patrol 2021 4.0L SE Platinum City ,26000.0,4,4
4572,2.0,4,1,68.0,6.4,0,252,350.0,0,250,5,6.0,4.936,1.868,1.466,2.975,530.0,BMW 5 Series 2021 530i xDrive,30000.0,4,4
4573,3.0,6,2,52.0,7.1,0,340,500.0,0,250,4,4.6,4.432,1.984,1.418,2.69,390.0,BMW 2 Series Coupe 2021 M240i,30000.0,4,4
4574,3.0,6,2,66.0,7.9,0,333,480.0,0,250,4,5.3,4.703,1.786,1.398,2.76,390.0,Mercedes-Benz E-Class Cabriolet 2021 E 400,30145.0,4,4
4575,3.0,6,1,66.0,8.1,0,333,480.0,0,250,4,5.5,4.703,1.786,1.398,2.76,390.0,Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC,30145.0,4,4
4576,3.0,6,1,74.0,10.3,0,404,540.0,0,250,5,4.6,5.182,1.88,1.471,3.109,433.0,Cadillac CT6 Sedan 2021 3.0T Platinum,30300.0,4,4
4577,5.5,8,2,70.0,8.4,0,421,540.0,0,250,2,4.6,4.134,2.006,1.301,2.43,335.0,Mercedes-Benz SLK 55 AMG 2021 5.5,30500.0,4,4
4578,3.0,6,1,66.0,8.4,0,435,520.0,0,250,4,4.5,4.848,1.86,1.427,2.873,450.0,Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+,30970.0,4,4
4579,2.0,4,2,63.0,7.2,0,300,400.0,0,250,2,5.7,4.482,1.923,1.31,2.622,407.0,Jaguar F-Type Coupe 2021 2.0T (300 PS),24650.0,4,4
4580,2.0,4,2,63.0,7.2,0,300,400.0,0,250,2,5.7,4.482,1.923,1.31,2.622,407.0,Jaguar F-Type Coupe 2021 2.0T (300 PS),24650.0,4,4
4581,2.0,4,2,63.0,7.2,0,300,400.0,0,250,2,5.7,4.482,1.923,1.31,2.622,407.0,Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS),27130.0,4,4
4582,3.0,6,1,70.0,8.9,0,380,460.0,0,275,2,5.1,4.482,1.923,1.311,2.622,407.0,Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic AWD (380 PS),35250.0,4,4
4583,5.0,8,1,70.0,11.3,0,550,680.0,0,300,2,4.1,4.482,1.923,1.311,2.622,407.0,Jaguar F-Type Coupe 2021 5.0L V8 R AWD (550 PS),54350.0,4,4
4584,2.0,4,1,67.0,7.3,0,252,350.0,0,240,5,6.3,4.752,1.918,1.621,2.864,500.0,BMW X4 2021 xDrive 30i,31000.0,4,4
4586,3.0,6,1,70.0,8.6,0,306,400.0,0,250,5,6.1,4.998,2.047,1.559,3.065,500.0,BMW 5 Series Gran Turismo 2021 535i xDrive,31000.0,4,4
4587,5.0,8,2,80.0,13.8,0,471,530.0,0,270,4,4.5,4.704,1.844,1.389,2.73,295.0,Lexus RC F 2021 Platinum,31000.0,4,4
4589,3.0,6,1,68.0,9.6,0,400,575.0,0,250,5,5.6,5.115,2.09,1.487,2.994,473.0,Lincoln Continental 2021 3.0T Reserve ,28000.0,4,4
4590,3.0,6,1,85.0,8.1,0,333,440.0,0,250,5,6.1,5.052,2.212,1.741,2.994,890.0,Audi Q7 2021 45 TFSI Sport quattro (333 HP),31300.0,4,4
4591,3.0,6,2,80.0,8.9,0,350,500.0,0,267,5,5.5,4.971,2.1,1.461,2.998,500.0,Maserati Ghibli 2021 3.0T V6 ,31500.0,4,4
4592,3.0,6,2,80.0,8.9,0,350,500.0,0,267,5,5.5,4.971,2.1,1.461,2.998,500.0,Maserati Ghibli 2021 3.0T V6  GranLusso ,31500.0,4,4
4593,2.0,4,1,85.0,8.0,0,252,370.0,0,210,5,7.1,5.052,2.212,1.741,2.994,890.0,Audi Q7 2021 40 TFSI Design quattro (252 HP),31700.0,4,4
4594,5.0,8,2,66.0,11.5,0,471,530.0,0,270,4,4.5,4.705,1.845,1.39,2.73,295.0,Lexus RC F 2021 5.0L Platinum,32000.0,4,4
4595,5.0,8,2,66.0,11.5,0,471,530.0,0,270,4,4.5,4.705,1.845,1.39,2.73,295.0,Lexus RC F 2021 5.0L Platinum,32000.0,4,4
4596,3.0,6,2,68.0,6.9,0,340,450.0,0,250,5,5.1,4.936,1.868,1.466,2.975,530.0,BMW 5 Series 2021 540i,32500.0,4,4
4597,3.0,6,2,68.0,6.9,0,340,450.0,0,250,5,5.1,4.936,1.868,1.466,2.975,530.0,BMW 5 Series 2021 540i (M Package),32500.0,4,4
4598,2.0,4,1,71.0,7.7,0,320,400.0,0,240,7,6.5,4.95,2.14,1.775,2.985,1868.0,Volvo XC90 2021 2.0T T6 AWD R Design,27000.0,4,4
4599,5.5,8,2,80.0,8.9,0,408,600.0,0,250,4,4.8,4.698,1.786,1.398,2.761,450.0,Mercedes-Benz E-Class Coupe 2021 E 500,32700.0,4,4
4600,4.0,8,2,66.0,8.2,0,476,650.0,0,250,5,4.1,4.686,1.81,1.442,2.84,481.0,Mercedes-Benz C-Class 2021 C 63 AMG,33000.0,4,4
4601,3.0,6,1,41.0,8.5,0,362,520.0,0,250,5,5.1,4.686,2.02,1.442,2.84,481.0,Mercedes-Benz C-Class 2021 C 450,33000.0,4,4
4602,4.6,8,2,84.0,12.3,0,382,493.0,0,250,5,6.5,5.09,1.875,1.465,2.97,510.0,Lexus LS 2021 460 Premier (SWB),33000.0,4,4
